 264,488,120,-40,-80,184,16,-152
248,496,120,-32,-136,168,16,-152
248,496,120,-32,-136,168,16,-152
264,496,96,-32,-104,144,-8,-112
264,496,96,-32,-104,144,-8,-112
256,456,104,-40,-104,168,32,-136
256,456,104,-40,-104,168,32,-136
232,424,96,-8,-120,200,48,-136
232,424,96,-8,-120,200,48,-136
240,440,104,-56,-120,192,-8,-128
240,440,104,-56,-120,192,-8,-128
248,512,104,-40,-128,184,0,-136
248,512,104,-40,-128,184,0,-136
240,456,120,-32,-128,176,32,-104
240,456,120,-32,-128,176,32,-104
240,456,120,-32,-128,176,32,-104
248,448,128,-32,-112,152,16,-104
248,448,128,-32,-112,152,16,-104
256,448,128,-32,-80,128,8,-128
256,448,128,-32,-80,128,8,-128
248,456,128,-56,-80,176,0,-128
248,456,128,-56,-80,176,0,-128
224,448,136,-56,-96,184,16,-136
224,448,136,-56,-96,184,16,-136
256,464,136,-32,-104,208,8,-120
256,464,136,-32,-104,208,8,-120
200,440,112,-48,-80,168,48,-120
200,440,112,-48,-80,168,48,-120
240,456,144,-48,-144,128,40,-96
240,456,144,-48,-144,128,40,-96
200,448,128,-8,-112,184,16,-136
200,448,128,-8,-112,184,16,-136
240,440,80,-56,-80,184,24,-128
240,440,80,-56,-80,184,24,-128
248,456,104,-64,-88,200,8,-136
248,456,104,-64,-88,200,8,-136
248,456,104,-64,-88,200,8,-136
224,424,104,-24,-128,168,16,-128
224,424,104,-24,-128,168,16,-128
208,456,112,-40,-120,144,48,-144
208,456,112,-40,-120,144,48,-144
256,456,96,-40,-112,128,16,-88
256,456,96,-40,-112,128,16,-88
208,448,128,-56,-112,192,32,-136
208,448,128,-56,-112,192,32,-136
224,456,128,-48,-96,144,-24,-128
224,456,128,-48,-96,144,-24,-128
232,472,136,-56,-120,152,8,-136
232,472,136,-56,-120,152,8,-136
248,456,128,-16,-112,144,16,-152
248,456,128,-16,-112,144,16,-152
256,448,120,8,-80,176,0,-120
256,448,120,8,-80,176,0,-120
272,480,160,-32,-80,176,40,-128
272,480,160,-32,-80,176,40,-128
272,480,160,-32,-80,176,40,-128
272,488,104,-32,-96,144,0,-112
272,488,104,-32,-96,144,0,-112
272,488,144,-48,-104,184,48,-96
272,488,144,-48,-104,184,48,-96
280,472,152,-8,-112,200,8,-168
280,472,152,-8,-112,200,8,-168
264,504,136,-16,-104,184,-8,-64
264,504,136,-16,-104,184,-8,-64
288,488,144,-24,-88,168,8,-112
288,488,144,-24,-88,168,8,-112
256,448,128,-8,-120,184,0,-152
256,448,128,-8,-120,184,0,-152
264,480,144,-24,-88,184,48,-104
264,480,144,-24,-88,184,48,-104
240,480,160,-48,-72,152,40,-144
240,480,160,-48,-72,152,40,-144
240,472,104,-24,-112,144,8,-152
240,472,104,-24,-112,144,8,-152
240,472,104,-24,-112,144,8,-152
232,488,136,-24,-80,168,16,-136
232,488,136,-24,-80,168,16,-136
304,472,152,-16,-112,144,32,-120
304,472,152,-16,-112,144,32,-120
240,440,128,-40,-96,184,32,-144
240,440,128,-40,-96,184,32,-144
280,448,120,-40,-112,160,8,-136
280,448,120,-40,-112,160,8,-136
224,464,160,-24,-72,168,0,-128
224,464,160,-24,-72,168,0,-128
224,480,136,-32,-120,176,64,-152
224,480,136,-32,-120,176,64,-152
248,488,96,-40,-128,184,0,-112
248,488,96,-40,-128,184,0,-112
256,488,128,-16,-120,144,8,-104
256,488,128,-16,-120,144,8,-104
248,480,136,-40,-128,152,8,-88
248,480,136,-40,-128,152,8,-88
256,456,144,-16,-112,160,0,-160
256,456,144,-16,-112,160,0,-160
256,456,144,-16,-112,160,0,-160
264,488,152,-40,-88,160,24,-128
264,488,152,-40,-88,160,24,-128
232,512,120,-40,-104,184,40,-96
232,512,120,-40,-104,184,40,-96
272,464,136,-8,-128,200,64,-96
272,464,136,-8,-128,200,64,-96
248,488,152,-8,-64,168,32,-112
248,488,152,-8,-64,168,32,-112
296,472,144,-8,-104,200,32,-128
296,472,144,-8,-104,200,32,-128
256,496,144,-16,-136,184,8,-104
256,496,144,-16,-136,184,8,-104
256,488,144,-24,-144,160,56,-128
256,488,144,-24,-144,160,56,-128
248,480,152,-8,-72,200,24,-112
248,480,152,-8,-72,200,24,-112
248,488,136,-24,-96,184,0,-152
248,488,136,-24,-96,184,0,-152
248,488,136,-24,-96,184,0,-152
240,472,144,0,-112,184,24,-136
240,472,144,0,-112,184,24,-136
264,496,120,-8,-136,128,24,-72
264,496,120,-8,-136,128,24,-72
232,488,128,-40,-152,152,24,-128
232,488,128,-40,-152,152,24,-128
232,496,128,0,-112,192,32,-152
232,496,128,0,-112,192,32,-152
240,424,144,-8,-112,200,0,-128
240,424,144,-8,-112,200,0,-128
232,488,144,-24,-128,184,-8,-104
232,488,144,-24,-128,184,-8,-104
248,464,128,-16,-128,128,0,-160
248,464,128,-16,-128,128,0,-160
224,472,136,-56,-112,176,0,-112
224,472,136,-56,-112,176,0,-112
224,480,152,-24,-120,152,8,-112
224,480,152,-24,-120,152,8,-112
224,480,152,-24,-120,152,8,-112
224,480,128,-64,-120,120,16,-144
224,480,128,-64,-120,120,16,-144
264,472,152,-24,-112,152,24,-184
264,472,152,-24,-112,152,24,-184
264,472,144,-8,-96,192,24,-104
264,472,144,-8,-96,192,24,-104
216,496,136,-48,-120,200,48,-152
216,496,136,-48,-120,200,48,-152
232,448,136,-8,-104,144,-32,-88
232,448,136,-8,-104,144,-32,-88
248,448,160,-32,-136,152,-8,-136
248,448,160,-32,-136,152,-8,-136
264,456,104,-32,-120,160,24,-104
264,456,104,-32,-120,160,24,-104
240,464,136,-32,-152,136,24,-168
240,464,136,-32,-152,136,24,-168
