 1480,664,1456,2616,32,304,296,96
1544,696,1520,2696,48,344,328,104
1584,736,1512,2680,64,336,304,128
1656,768,1560,2776,72,296,296,128
1688,808,1576,2768,48,328,296,160
1672,824,1648,2800,80,376,336,176
1648,832,1656,2816,88,360,344,144
1672,792,1664,2816,104,384,344,160
1688,824,1680,2800,72,360,376,168
1664,808,1656,2784,104,352,360,176
1672,808,1728,2832,88,416,336,168
1760,832,1760,2872,104,384,368,120
1784,864,1736,2864,88,400,352,152
1760,848,1696,2832,64,352,336,136
1656,768,1616,2768,24,312,320,152
1688,784,1584,2768,24,320,344,144
1696,840,1624,2800,64,352,336,112
1672,784,1616,2824,64,368,320,128
1688,768,1536,2744,80,360,384,160
1632,784,1528,2688,96,384,376,184
1640,728,1520,2704,80,400,360,128
1648,776,1488,2664,80,392,376,144
1608,736,1472,2688,80,400,384,120
1640,728,1520,2696,64,424,368,144
1624,752,1504,2648,72,416,400,168
1752,824,1576,2744,104,392,392,168
1728,856,1536,2736,32,408,376,160
1672,752,1520,2688,80,392,400,144
1688,776,1464,2664,80,392,344,144
1656,736,1440,2672,64,392,376,152
1600,720,1480,2632,88,376,400,136
1624,744,1392,2624,32,376,392,144
1592,720,1408,2576,88,376,376,168
1584,728,1376,2616,48,336,336,128
1600,704,1352,2576,64,328,368,136
1568,696,1320,2536,88,360,392,128
1560,648,1256,2488,48,352,360,160
1488,632,1216,2440,80,352,368,176
1480,624,1152,2424,56,360,368,112
1480,584,1064,2296,64,320,368,136
1480,592,1072,2320,16,296,400,136
1416,568,1088,2296,56,256,344,128
1424,616,1088,2296,48,312,336,136
1432,584,1096,2296,104,296,360,136
1408,608,1104,2312,72,336,368,136
1440,608,1104,2328,48,344,336,136
1432,592,1056,2352,40,336,328,120
1432,560,1056,2248,56,304,360,136
1392,544,952,2208,48,264,320,144
1248,456,840,2080,16,264,328,112
1240,464,792,1992,24,216,320,144
1128,400,736,1944,-8,216,344,96
1160,488,752,1960,-40,224,336,88
