 -192,-192,-184,-152,-192,-208,-208,-232
-232,-216,-176,-168,-192,-184,-216,-232
-208,-176,-192,-160,-192,-184,-248,-232
-192,-192,-208,-176,-240,-224,-248,-216
-232,-200,-152,-208,-216,-208,-264,-224
-200,-216,-176,-160,-200,-200,-264,-208
-200,-184,-168,-208,-224,-232,-272,-264
-216,-200,-176,-184,-176,-216,-272,-232
-248,-248,-176,-160,-216,-232,-280,-224
-216,-192,-184,-160,-224,-216,-240,-248
-248,-208,-168,-216,-160,-256,-272,-232
-200,-176,-128,-192,-216,-176,-264,-264
-224,-208,-160,-216,-168,-200,-240,-216
-232,-208,-176,-208,-208,-208,-280,-272
-224,-224,-160,-184,-208,-232,-240,-224
-240,-216,-176,-160,-208,-176,-288,-264
-200,-232,-160,-192,-192,-192,-288,-248
-248,-200,-184,-192,-184,-224,-248,-240
-240,-216,-192,-200,-208,-200,-280,-256
-232,-192,-208,-192,-184,-232,-248,-216
-232,-200,-160,-184,-192,-208,-288,-240
-208,-184,-176,-136,-216,-200,-264,-216
-240,-168,-192,-176,-184,-240,-232,-296
-248,-208,-144,-176,-200,-208,-256,-216
-216,-216,-200,-168,-200,-208,-288,-248
-240,-248,-192,-208,-184,-192,-256,-272
-248,-208,-160,-192,-184,-216,-208,-248
-192,-224,-168,-168,-192,-240,-240,-240
-224,-232,-184,-184,-208,-224,-264,-264
-192,-200,-176,-200,-200,-200,-248,-232
-200,-232,-168,-144,-216,-192,-248,-240
-248,-248,-168,-184,-176,-240,-224,-264
-192,-240,-168,-176,-176,-224,-216,-264
-192,-200,-160,-200,-168,-208,-216,-256
-192,-192,-176,-216,-168,-224,-216,-224
-232,-256,-176,-184,-176,-216,-208,-232
-240,-200,-160,-192,-152,-224,-264,-272
-224,-208,-192,-168,-184,-160,-272,-256
-200,-208,-200,-200,-160,-240,-248,-216
-232,-216,-152,-176,-152,-192,-232,-248
-184,-232,-136,-192,-200,-216,-240,-208
-208,-192,-160,-184,-168,-216,-256,-240
-208,-208,-136,-216,-192,-200,-240,-272
-184,-208,-144,-192,-200,-176,-240,-256
-208,-216,-168,-168,-200,-224,-240,-248
-144,-208,-136,-160,-168,-216,-232,-224
-232,-176,-152,-176,-168,-176,-240,-288
-184,-200,-152,-192,-184,-232,-232,-232
-216,-240,-152,-184,-184,-184,-224,-264
-192,-208,-160,-200,-168,-192,-216,-240
-248,-176,-144,-176,-192,-200,-272,-256
-192,-200,-160,-192,-176,-216,-232,-280
-184,-224,-144,-192,-184,-184,-248,-272
-200,-208,-176,-192,-160,-192,-232,-272
-232,-224,-176,-176,-152,-208,-216,-248
-192,-232,-152,-160,-176,-208,-272,-264
-232,-192,-168,-160,-200,-192,-232,-240
-224,-216,-152,-160,-176,-216,-248,-248
-184,-232,-184,-176,-152,-224,-264,-232
-184,-240,-144,-176,-152,-208,-264,-280
-240,-208,-168,-176,-152,-192,-200,-240
-208,-184,-168,-184,-192,-232,-200,-304
-224,-208,-168,-192,-200,-192,-232,-256
-232,-232,-168,-160,-176,-184,-232,-240
-240,-224,-168,-184,-208,-192,-248,-272
-200,-200,-160,-192,-168,-216,-248,-288
-200,-240,-128,-176,-216,-200,-216,-224
-200,-192,-144,-176,-176,-224,-216,-240
-248,-224,-120,-152,-128,-192,-240,-272
-216,-192,-152,-160,-208,-200,-240,-272
-224,-176,-136,-168,-176,-224,-240,-272
-208,-208,-184,-208,-144,-160,-240,-280
-200,-240,-144,-160,-176,-240,-216,-256
-216,-224,-112,-192,-184,-232,-264,-240
-232,-240,-176,-184,-176,-216,-216,-216
-192,-248,-176,-176,-208,-168,-232,-240
-184,-184,-152,-200,-192,-208,-216,-272
-200,-208,-144,-200,-176,-152,-224,-232
-208,-184,-144,-152,-176,-224,-288,-280
-192,-240,-144,-168,-208,-200,-256,-248
-208,-184,-144,-160,-152,-224,-240,-232
-192,-184,-160,-192,-192,-192,-216,-232
-208,-208,-136,-168,-168,-184,-280,-280
