 400,8,608,984
368,-16,592,1008
376,-16,592,984
360,-32,592,1008
360,-32,592,960
344,-56,520,984
352,-24,552,936
320,-56,520,944
360,-40,504,968
304,-72,520,912
328,-72,528,928
328,-56,456,960
288,-48,512,936
320,-72,520,936
344,-48,528,912
296,-40,536,920
320,-56,536,936
336,-48,512,928
304,-64,496,936
288,-72,512,968
312,-48,528,920
288,-64,520,920
288,-72,512,952
320,-56,520,936
296,-56,552,920
304,-64,520,912
312,-64,536,896
304,-56,496,928
328,-80,528,912
312,-64,520,896
312,-64,520,896
320,-64,544,912
336,-80,504,912
328,-48,512,936
336,-48,552,952
320,-56,560,944
328,-56,552,920
328,-24,552,944
336,-40,544,936
344,-24,568,928
344,-56,560,904
336,-16,544,968
352,-32,560,960
336,-32,528,952
384,0,592,984
360,0,576,992
384,-8,584,992
376,0,632,976
424,24,648,1008
384,8,624,984
392,16,608,960
384,16,656,968
408,24,640,984
392,24,632,960
424,16,632,960
392,40,616,992
376,16,624,1000
384,32,640,984
392,16,592,1024
392,16,648,976
424,0,608,984
384,16,680,976
392,-8,640,984
392,0,624,976
392,0,624,976
392,8,640,960
368,24,608,968
400,16,632,992
400,16,576,968
360,16,592,944
392,0,592,968
400,16,624,976
376,-8,592,976
384,8,592,976
352,0,576,960
336,-16,592,928
368,-48,592,960
384,-16,616,920
400,-16,608,960
392,-32,568,920
360,-24,592,944
328,-32,536,912
336,-48,584,936
360,-24,536,936
344,-32,616,952
336,-32,544,888
368,-48,584,920
336,-16,568,984
360,-24,592,944
360,-32,592,920
352,-16,608,936
360,-8,544,904
360,-24,584,912
344,-56,560,912
368,-40,560,896
368,-56,560,920
344,-8,560,896
344,-8,560,896
328,-24,616,912
336,-40,544,936
