 24,-432,-352,-104
24,-384,-352,-96
24,-360,-368,-128
32,-392,-352,-104
56,-392,-392,-88
40,-344,-360,-104
40,-392,-368,-96
48,-392,-384,-104
16,-408,-344,-128
24,-360,-360,-104
8,-376,-400,-112
32,-376,-368,-104
16,-384,-368,-96
32,-352,-352,-112
8,-368,-344,-120
0,-376,-360,-136
24,-352,-360,-144
24,-360,-368,-120
24,-360,-368,-120
32,-376,-360,-96
32,-360,-368,-112
64,-368,-360,-104
24,-336,-384,-120
0,-376,-368,-112
24,-392,-344,-120
48,-376,-344,-152
24,-392,-360,-96
48,-376,-368,-96
16,-384,-368,-104
32,-392,-368,-80
64,-384,-384,-104
48,-376,-376,-88
40,-344,-328,-88
32,-376,-368,-112
48,-368,-392,-80
64,-352,-360,-96
64,-376,-360,-112
40,-368,-360,-96
32,-376,-344,-104
24,-384,-376,-112
72,-352,-360,-112
40,-368,-392,-88
40,-352,-352,-80
72,-360,-352,-104
48,-336,-328,-80
40,-368,-376,-104
56,-360,-352,-80
56,-376,-336,-104
32,-376,-352,-112
24,-384,-392,-96
40,-360,-360,-96
48,-344,-376,-64
48,-344,-376,-64
72,-344,-320,-64
64,-352,-352,-80
56,-368,-360,-96
8,-360,-368,-88
72,-360,-360,-80
24,-368,-344,-104
32,-376,-368,-88
24,-352,-400,-120
32,-392,-376,-80
40,-408,-376,-112
48,-376,-368,-88
88,-376,-376,-104
40,-368,-352,-112
64,-376,-368,-112
40,-400,-352,-96
56,-376,-336,-80
48,-376,-328,-88
48,-376,-344,-80
72,-368,-368,-72
88,-344,-344,-80
64,-376,-336,-72
72,-360,-368,-64
64,-384,-384,-56
72,-336,-360,-56
48,-376,-376,-96
56,-368,-336,-104
72,-392,-392,-96
72,-384,-360,-80
64,-384,-376,-80
64,-400,-360,-104
64,-376,-368,-120
72,-384,-328,-80
72,-384,-328,-80
72,-384,-384,-120
56,-352,-368,-112
80,-368,-376,-72
56,-360,-352,-104
56,-376,-360,-112
56,-368,-352,-104
56,-376,-352,-112
32,-384,-368,-88
40,-400,-400,-120
40,-368,-368,-96
56,-360,-384,-112
80,-376,-344,-80
72,-336,-344,-104
72,-344,-344,-72
