18,36,-18,181,1,1,1
0,36,-18,181,1,1,1
0,35,0,181,1,1,1
18,18,0,181,1,1,1
18,36,-18,181,1,1,1
0,36,-17,171,1,1,1
18,18,-17,171,1,1,1
18,36,-18,181,1,1,1
18,36,0,181,1,1,1
18,36,0,181,1,1,1
428,18,-18,181,1,2,1
18,36,-18,181,1,1,1
18,36,0,351,1,1,1
18,36,-17,351,1,1,1
18,35,-18,361,1,1,1
18,36,-18,361,1,1,1
36,36,-18,361,1,1,1
17,35,-18,361,1,1,1
18,53,-17,351,1,1,1
18,54,-18,361,1,1,1
18,36,-18,361,1,1,1
18,36,0,171,1,1,1
18,36,-17,351,1,1,1
18,54,-18,531,1,1,1
18,54,-18,541,1,1,1
18,54,-18,351,1,1,1
18,36,-18,361,1,1,1
18,36,-18,181,1,1,1
17,35,-18,181,1,1,1
17,35,-18,181,1,1,1
17,35,-35,351,1,1,1
0,36,0,351,1,1,1
18,54,-36,361,1,1,1
18,54,0,361,1,1,1
18,36,-17,351,1,1,1
18,36,-18,181,1,1,1
18,36,-18,351,1,1,1
18,36,-36,361,1,1,1
18,54,-17,351,1,1,1
18,36,-17,171,1,1,1
36,54,-18,361,1,1,1
18,53,-18,181,1,1,1
18,53,-17,351,1,1,1
0,35,-18,361,1,1,1
18,36,-18,181,1,1,1
18,36,-18,361,1,1,1
18,36,-17,351,1,1,1
18,35,-35,351,1,1,1
